date,dollar_strat_ret
2015-12-31,-0.011532436815608005
2016-01-29,0.016199296429180898
2016-02-29,0.015908410121505456
2016-03-31,0.01917477320675589
2016-04-29,-0.00820191272196209
2016-05-31,0.004763925716788719
2016-06-30,-0.015089376984525726
2016-07-29,0.013277274605533917
2016-08-31,-0.0017126230589906255
2016-09-30,-0.0223075095432816
2016-10-31,-0.01461484955321346
2016-11-30,-0.02632110646043957
2016-12-30,0.007253151824545068
2017-01-31,0.012226735643970255
2017-02-28,-0.0029867633956591312
2017-03-31,0.007701765725387544
2017-04-28,0.006933919012539281
2017-05-31,0.010593069424985346
2017-06-30,0.013055500045815549
2017-07-31,0.010047068637661383
2017-08-31,0.007269454180949775
2017-09-29,-0.017817386101416255
2017-10-31,-0.0067105071190050715
2017-11-30,0.005104717323268693
2017-12-29,0.028864737922155558
2018-01-31,0.011850147215939067
2018-02-28,-0.0024352987144452332
2018-03-29,-0.009861942072162377
2018-04-30,-0.03052189271895518
2018-05-31,-0.006261542670276898
2018-06-29,-0.009203347340169388
2018-07-31,-0.007772886962207459
2018-08-31,0.002504067079240957
2018-09-28,-0.014268967871431348
2018-10-31,-0.004095876716738922
2018-11-30,-0.0032456367360841343
2018-12-31,0.008732703165127042
2019-01-31,-0.006505028855262695
2019-02-28,-0.0029387630049597657
2019-03-29,-0.006572796151914728
2019-04-30,-0.00736221357777529
2019-05-31,0.005529786834142403
2019-06-28,-0.005871157633638058
2019-07-31,-0.008026825693816141
2019-08-30,-0.0040615987453214595
2019-09-30,0.0020178573815463176
2019-10-31,0.001831063287534751
2019-11-29,0.006786132496054487
2019-12-31,-0.000585791585761286
2020-01-31,-0.01462615153701612
2020-02-28,-0.013150544631334827
2020-03-31,-0.00168297818028329
2020-04-30,0.006370377843740926
2020-05-29,0.024632433326207702
2020-06-30,0.016434880281351427
2020-07-31,0.023588791279456657
2020-08-31,-0.0037227075168241087
2020-09-30,-0.0016173410820669476
2020-10-30,0.010121848419156842
2020-11-30,0.022560584077223833
2020-12-31,0.008582674894477237
2021-01-29,-0.0031796228705501138
2021-02-26,-0.017546371917840364
2021-03-31,0.0014495215984329456
2021-04-30,0.011988091432364966
2021-05-28,-0.008680843694790896
2021-06-30,-0.015297710248067786
2021-07-30,-0.003126661726984281
2021-08-31,-0.003318105125191084
2021-09-30,-0.005996345964834293
2021-10-29,-0.010889079473697171
2021-11-30,-0.008515731439953544
2021-12-31,0.0032250666059638
2022-01-31,-0.0016962326833440233
2022-02-28,-0.012702485903763615
2022-03-31,-0.023445828378006527
2022-04-29,-0.03209271436470638
2022-05-31,-0.008262854126636788
2022-06-30,-0.022308899442031162
2022-07-29,0.005823142867778408
2022-08-31,-0.03955933841081163
2022-09-30,-0.020364682698539215
2022-10-31,0.03194632771118724
2022-11-30,0.03692972562120702
2022-12-30,0.01737819808579579
2023-01-31,-0.011926690773411996
2023-02-28,-0.007905575959537647
2023-03-31,0.014604472041567318
2023-04-28,-0.008860614948214685
2023-05-31,-0.004665961695956233
2023-06-30,0.01445762664472614
2023-07-31,-0.02197207374880532
2023-08-31,-0.022217578913386493
2023-09-29,-0.012910728325118548
2023-10-31,0.015197289286549953
2023-11-30,0.02284892581852751
2023-12-29,-0.0049780225698590865
2024-01-31,-0.01696655799273685
2024-02-29,-0.000959865469594412
2024-03-28,-0.01929073955569225
2024-04-30,0.0029331748636100886
2024-05-31,-0.00024941209318261046
2024-06-28,0.0038484980455516294
2024-07-31,0.025165832712271817
2024-08-30,0.014295957095854784
2024-09-30,-0.022556788063773592
2024-10-31,-0.025824348859440804
2024-11-29,-0.014009158077313177
2024-12-31,
