fic_AUSTRALIA,date,currency_AUSTRALIA,mportret_AUSTRALIA,mportretx_AUSTRALIA,fic_SWITZERLAND,currency_SWITZERLAND,mportret_SWITZERLAND,mportretx_SWITZERLAND,fic_GERMANY,currency_GERMANY,mportret_GERMANY,mportretx_GERMANY,fic_FRANCE,currency_FRANCE,mportret_FRANCE,mportretx_FRANCE,fic_UNITED KINGDOM,currency_UNITED KINGDOM,mportret_UNITED KINGDOM,mportretx_UNITED KINGDOM,fic_JAPAN,currency_JAPAN,mportret_JAPAN,mportretx_JAPAN,rm_US,rf_US
AUS,2003-02-28,AUD,-0.0531121013817724,-0.056321638060779,CHE,CHF,-0.0527775989862302,-0.052910212485326,DEU,EUR,-0.0530390796794041,-0.0535169345152396,FRA,EUR,-0.052369477298895,-0.0523982736749105,GBR,GBP,0.0274328208924294,0.0222961167444146,JPN,JPY,-0.0029480540075094,-0.003279315455408,-0.015417,0.00099543207658025
AUS,2003-03-31,AUD,0.0399954006796401,0.0194899874308001,CHE,CHF,-0.0085240931522223,-0.0134188926191113,DEU,EUR,-0.0370581089125914,-0.0372889529099528,FRA,EUR,-0.0437749936565013,-0.0440070040614286,GBR,GBP,-0.0044806719759071,-0.0117264900999283,JPN,JPY,-0.0308369017797841,-0.0370045673695699,0.010321,0.0009509815394252501
AUS,2003-04-30,AUD,0.0458700420257365,0.0448148024402053,CHE,CHF,0.1207559097102815,0.1097605173632772,DEU,EUR,0.168037364399549,0.1602448918624295,FRA,EUR,0.1133562378549047,0.1092670525776727,GBR,GBP,0.09095430651634,0.0872554930310542,JPN,JPY,0.0151953821420991,0.0151744460186766,0.082768,0.0009108785554787501
AUS,2003-05-30,AUD,0.0050793478297137,0.0025919443372535,CHE,CHF,0.0088827502727122,0.0050413536882194,DEU,EUR,0.0227743581568697,0.0134273910226043,FRA,EUR,0.0324044178522922,0.0211007183283682,GBR,GBP,0.0430000303545625,0.0399601098813868,JPN,JPY,0.0495495339285505,0.0494444061431544,0.063471,0.0009341101938983333
AUS,2003-06-30,AUD,0.0183981571892151,0.0120014663093872,CHE,CHF,0.035791190763649,0.035485498071565,DEU,EUR,0.0672876170250966,0.0608761066553638,FRA,EUR,0.0340942273782896,0.0277128700275608,GBR,GBP,0.003323250587577,0.0014360056485931,JPN,JPY,0.0775360481432572,0.077225327885454,0.016346,0.0006613628909158667
AUS,2003-07-31,AUD,0.0355094093634993,0.0351104390599765,CHE,CHF,0.0482237649652661,0.0477964826668306,DEU,EUR,0.0612692652291364,0.0606153579780588,FRA,EUR,0.0365150685747293,0.0360353175282894,GBR,GBP,0.0360817548315528,0.0335835495184866,JPN,JPY,0.0407771983750886,0.0407373924053566,0.023112,0.0007332664388860418
AUS,2003-08-29,AUD,0.0283455013445941,0.0249028712701335,CHE,CHF,0.0211396601497071,0.0201782893623077,DEU,EUR,0.0102391246337092,0.0097280027173767,FRA,EUR,0.0340662546960599,0.034056344815726,GBR,GBP,0.0132032281459415,0.006648455371687,JPN,JPY,0.0644342285650045,0.0641653192516829,0.024965,0.0008093648543406666
AUS,2003-09-30,AUD,0.0076289674980729,-0.0009170188263768,CHE,CHF,-0.0151862294368445,-0.015569995267517,DEU,EUR,-0.0450604718601376,-0.0453295547964239,FRA,EUR,-0.0397981037303328,-0.0399148589874853,GBR,GBP,-0.0131927674224642,-0.0152369187659484,JPN,JPY,0.0253828767605226,0.0217240499870174,-0.00912,0.000709970740982075
AUS,2003-10-31,AUD,0.0350265378664866,0.0335724338404723,CHE,CHF,0.0419966269646943,0.0419813534764033,DEU,EUR,0.0968750058583287,0.0943712126607307,FRA,EUR,0.0668841352294418,0.0667555211779533,GBR,GBP,0.0467469546027374,0.0454914631236367,JPN,JPY,0.026224547792194,0.026207849254735,0.060361,0.0007628540949724334
AUS,2003-11-28,AUD,-0.0155898663902759,-0.0213423547982624,CHE,CHF,0.0178165000438175,0.0177891916928549,DEU,EUR,0.0162264450383657,0.0161791700314126,FRA,EUR,0.0133752336992691,0.0133562068322121,GBR,GBP,0.0142428412878394,0.0113950387123971,JPN,JPY,-0.039106878486864,-0.0391730840033187,0.016594,0.0007501790155767583
AUS,2003-12-31,AUD,0.0359467906545316,0.0299687259979428,CHE,CHF,0.0264364543927002,0.0263858786151369,DEU,EUR,0.0344701634221997,0.0344157920660077,FRA,EUR,0.0329625228495888,0.0327539322035379,GBR,GBP,0.0288852368308736,0.0274900465536105,JPN,JPY,0.0425679548201061,0.0421038819660803,0.045476,0.0006888802939033332
AUS,2004-01-30,AUD,-0.0068556234967028,-0.0068955049318288,CHE,CHF,0.0489080901351843,0.0489080901351841,DEU,EUR,0.0369963771420345,0.0353526429449952,FRA,EUR,0.0288847298178338,0.0288081670794293,GBR,GBP,-0.0105483119872013,-0.0111489874037146,JPN,JPY,0.0055082282701006,0.0054737255600469,0.023042,0.0006888646882905583
AUS,2004-02-27,AUD,0.0294588702369735,0.0257925379692201,CHE,CHF,0.0155280607305687,0.011873211872122,DEU,EUR,-0.0025185256449999,-0.0025383691603966,FRA,EUR,0.0266833972125588,0.0266597794101524,GBR,GBP,0.0280126458370872,0.0250207919914966,JPN,JPY,0.0319506839733518,0.0316551230096746,0.015443,0.000777652710661175
AUS,2004-03-31,AUD,0.0227720560677517,0.014400860713795,CHE,CHF,-0.0244034555482284,-0.0246087233430831,DEU,EUR,-0.0307257721013177,-0.0308790648695217,FRA,EUR,-0.0190271936722935,-0.0191906434771789,GBR,GBP,-0.0126587682121496,-0.0204197212677087,JPN,JPY,0.0976767846087387,0.0899798515851291,-0.010662,0.0007692157870303417
AUS,2004-04-30,AUD,-0.0086674420769722,-0.0100697289752675,CHE,CHF,0.0302479372291695,0.0200252915706358,DEU,EUR,0.0281226188282464,0.0211109040090302,FRA,EUR,0.0091955041296922,0.0080638829565116,GBR,GBP,0.0244207148083757,0.0223415119082546,JPN,JPY,0.0279244539639438,0.0279086623441162,-0.024222,0.0006740675412496166
AUS,2004-05-28,AUD,0.0115246291126058,0.0096515637032632,CHE,CHF,-0.0219713431973429,-0.0239649127522314,DEU,EUR,-0.0130670039022717,-0.0191709018824933,FRA,EUR,0.0101372719144603,-0.0026523112428878,GBR,GBP,-0.0130418358175016,-0.0159483320755479,JPN,JPY,-0.03964223330639,-0.0397110088728485,0.014068,0.0007565119060436417
AUS,2004-06-30,AUD,0.0317236487642718,0.0261635663667869,CHE,CHF,0.0070524104171778,0.0064241629072447,DEU,EUR,0.0285929758777454,0.0257188017123992,FRA,EUR,0.0259454958997822,0.0193375798257433,GBR,GBP,0.013588153424092,0.0111321016073908,JPN,JPY,0.0468089784746885,0.0464999385554296,0.021611,0.0009404827313135001
AUS,2004-07-30,AUD,0.0084137244924331,0.0080965628600016,CHE,CHF,-0.0199169521616976,-0.0216784119181112,DEU,EUR,-0.0304907240264249,-0.0312019668506239,FRA,EUR,-0.0186637070629227,-0.0189420113404335,GBR,GBP,-0.014752626483981,-0.0165099695939353,JPN,JPY,-0.0449140863646365,-0.0449504535892135,-0.037698,0.0010652172633845002
AUS,2004-08-31,AUD,0.0205787036180291,0.0140422867694665,CHE,CHF,-0.0167928590312709,-0.017100730496755,DEU,EUR,-0.025676547008565,-0.0260599845013658,FRA,EUR,-0.00870554641046,-0.008716103617986,GBR,GBP,0.0157143008445286,0.0089969881598959,JPN,JPY,-0.0090223299891986,-0.0092216931531954,0.002703,0.0012004789420591668
AUS,2004-09-30,AUD,0.0362566414187381,0.0318170433818352,CHE,CHF,0.0074893067415298,0.0070604858675766,DEU,EUR,0.0239260994629404,0.0231427395135634,FRA,EUR,0.0140860460997294,0.0140081208444871,GBR,GBP,0.0257449853913336,0.0239797876891694,JPN,JPY,-0.0233058755798734,-0.0270635857860135,0.020556,0.0012154039017918334
AUS,2004-10-29,AUD,0.0373105075748774,0.0361806733048359,CHE,CHF,-0.0125784145499179,-0.0125972796495897,DEU,EUR,0.0128427934250434,0.0128427934250436,FRA,EUR,0.0170118794728229,0.0167739551766124,GBR,GBP,0.0139154326673445,0.0124537349384057,JPN,JPY,-0.0159259260909746,-0.0159541131802069,0.017806,0.0014565380828704165
AUS,2004-11-30,AUD,0.0462409293668328,0.0405898111013511,CHE,CHF,0.0194465936903247,0.0194465936903249,DEU,EUR,0.0407678192582652,0.0407628644596795,FRA,EUR,0.015554521806619,0.0139157897537005,GBR,GBP,0.0219189692077359,0.0182838628778307,JPN,JPY,0.0128775419513662,0.0127991805589551,0.048214,0.0016933403574799165
AUS,2004-12-31,AUD,0.0263772666682806,0.0261909312087849,CHE,CHF,0.038918256447276,0.0389182564472758,DEU,EUR,0.0272857090346847,0.0271484947260014,FRA,EUR,0.0228371060509604,0.0213340956166276,GBR,GBP,0.0288483709954545,0.0267730490582098,JPN,JPY,0.047838831969873,0.0473740759500895,0.03517,0.0015898377666132499
AUS,2005-01-31,AUD,0.019669367714785,0.0195023436968953,CHE,CHF,0.0240910111981858,0.0240910111981862,DEU,EUR,0.0092856698940231,0.006188754638438,FRA,EUR,0.0307185370757063,0.0279789952791709,GBR,GBP,0.0120977726035236,0.0114203096824796,JPN,JPY,-0.0012377312614723,-0.0012754014479281,-0.026546,0.00180130523023725
AUS,2005-02-28,AUD,0.0229697127891266,0.0170804398565913,CHE,CHF,0.0349908403202401,0.0349054292668342,DEU,EUR,0.0253543236259601,0.0253102912220777,FRA,EUR,0.0342223712864864,0.0341717064704363,GBR,GBP,0.0245354768232848,0.0206384830730859,JPN,JPY,0.0256010204679533,0.0252988238261648,0.022646,0.0020806767845999168
AUS,2005-03-31,AUD,-0.0089294206982172,-0.016747862924195,CHE,CHF,-0.0032937605176366,-0.0074801214747828,DEU,EUR,-0.0030681104078745,-0.0032313700067291,FRA,EUR,0.0082029426420904,0.007610932149489,GBR,GBP,-0.0081886199940289,-0.0147842542862956,JPN,JPY,0.0108469688678376,0.0044108652716994,-0.016944,0.0021656591247663334
AUS,2005-04-29,AUD,-0.0327743954879274,-0.0337223531572193,CHE,CHF,-0.0135899007414295,-0.0235189306393283,DEU,EUR,-0.030228888832145,-0.040589582632097,FRA,EUR,-0.027646432935165,-0.0296470462119528,GBR,GBP,-0.0196316922923089,-0.0216860552031796,JPN,JPY,-0.0417851584160396,-0.0418067603150369,-0.025206,0.002258751885871833
AUS,2005-05-31,AUD,0.0270945597808278,0.0251491378608863,CHE,CHF,0.0383905142526119,0.0337859155721673,DEU,EUR,0.0565773315991884,0.0485004838555847,FRA,EUR,0.0616427370179824,0.0488031860836555,GBR,GBP,0.0371553499767034,0.0335745673346188,JPN,JPY,0.0116715336594064,0.0115992401940991,0.037954,0.0022922884250915834
AUS,2005-06-30,AUD,0.0453073861166049,0.0398722427031041,CHE,CHF,0.0215269862415443,0.0209315126474169,DEU,EUR,0.0297372791355412,0.0277490711874444,FRA,EUR,0.0321266441903576,0.0272159751005658,GBR,GBP,0.0318828918870648,0.0288523470306349,JPN,JPY,0.0302023489853418,0.0298456532600017,0.011529,0.0024875846469055
AUS,2005-07-29,AUD,0.0046858574507193,0.0040423250273746,CHE,CHF,0.0539923663434023,0.0526201458881592,DEU,EUR,0.0625058994718201,0.0618572065056197,FRA,EUR,0.0509313879720312,0.0501075269459549,GBR,GBP,0.033915127290188,0.0328892048145554,JPN,JPY,0.0163542767635915,0.0163164165603941,0.043358,0.0026908483384770836
AUS,2005-08-31,AUD,0.0182033571390931,0.0126573082502201,CHE,CHF,-0.009147631543739,-0.0096156453902863,DEU,EUR,-0.0083644621603138,-0.0085262703329789,FRA,EUR,-0.0155073201055941,-0.0155157640988513,GBR,GBP,0.0085081564160722,0.0021483026815103,JPN,JPY,0.0530144536897492,0.0528554499394693,-0.005958,0.0027843281057316665
AUS,2005-09-30,AUD,0.0500135883625469,0.04184361680608,CHE,CHF,0.0609091285570189,0.0598218163579393,DEU,EUR,0.0353340584138763,0.0352175476916676,FRA,EUR,0.0421948585180098,0.042155325491985,GBR,GBP,0.0311813807269785,0.0295530069512204,JPN,JPY,0.1224710435452152,0.1178814304165123,0.0106,0.002654832328395083
AUS,2005-10-31,AUD,-0.0353566338881405,-0.0363438250218428,CHE,CHF,0.0047460508024412,0.0047460508024415,DEU,EUR,-0.0242299835878062,-0.0242763227542118,FRA,EUR,-0.0382499885089543,-0.038478468733941,GBR,GBP,-0.0238501409837695,-0.0245852821210119,JPN,JPY,0.0241542910455954,0.0241181132428476,-0.020866,0.0030802929924755836
AUS,2005-11-30,AUD,0.0379539664926458,0.0308539006807759,CHE,CHF,0.0494688630610999,0.0494688630610997,DEU,EUR,0.0409472264848602,0.0408900210671197,FRA,EUR,0.0312637136549462,0.0289707457484895,GBR,GBP,0.0299169539144819,0.0258665996843243,JPN,JPY,0.0628954454890655,0.0628381324197522,0.040326,0.0033088016057356666
AUS,2005-12-30,AUD,0.0277147560304009,0.0250891765635796,CHE,CHF,0.0289943693499359,0.0289943693499361,DEU,EUR,0.0372955345228656,0.0371104564219602,FRA,EUR,0.0326556663036208,0.0322934489383806,GBR,GBP,0.0414797881559112,0.0397632936773455,JPN,JPY,0.0786322674191288,0.0781934283936189,0.003458,0.003288502004898
AUS,2006-01-31,AUD,0.036075591350799,0.0360233427975156,CHE,CHF,0.034397505428285,0.0343807283434949,DEU,EUR,0.0558661899656922,0.0542064163781361,FRA,EUR,0.0460088566378107,0.0458884318935102,GBR,GBP,0.020569652211007,0.0200504992198344,JPN,JPY,0.032675896226517,0.0326420356180605,0.040072,0.003605709483371417
AUS,2006-02-28,AUD,0.0093612275452803,0.0012262865991661,CHE,CHF,0.0216993017923454,0.0216348384997777,DEU,EUR,0.0325618639669191,0.032504724035091,FRA,EUR,0.0135612634053043,0.0135318875060628,GBR,GBP,0.0214734946406551,0.0177179421767852,JPN,JPY,-0.033121757083068,-0.0333094553484988,-0.001639,0.003686264847309084
AUS,2006-03-31,AUD,0.043072666377202,0.0379492808154062,CHE,CHF,0.0270305743565808,0.023040473952288,DEU,EUR,0.0314544781275327,0.0312902969874819,FRA,EUR,0.0421849102208025,0.0420246364260914,GBR,GBP,0.0352390984542048,0.0271935227491362,JPN,JPY,0.0473491813790731,0.0413685304844337,0.019065,0.00382715615810725
AUS,2006-04-28,AUD,0.0276009832607258,0.0271130099173129,CHE,CHF,0.0179990674691168,0.0091968569027423,DEU,EUR,0.0079914023166967,0.004097047966231,FRA,EUR,0.0017975570514665,0.0012197878453208,GBR,GBP,0.0080486777976782,0.003735211319289,JPN,JPY,-0.0095192852532697,-0.0095588079326752,0.013,0.0038441269128013334
AUS,2006-05-31,AUD,-0.0437242742848478,-0.04627555632564,CHE,CHF,-0.0555687741077168,-0.0594310514674708,DEU,EUR,-0.0495518229397237,-0.0640724505743106,FRA,EUR,-0.0388625861026562,-0.0553507792882722,GBR,GBP,-0.0466585372905813,-0.0499658938982715,JPN,JPY,-0.0789468360794221,-0.0790046261829866,-0.031032,0.00391251711206825
AUS,2006-06-30,AUD,0.0180526780958569,0.0123401440059793,CHE,CHF,-0.0032135698738009,-0.0043744655877546,DEU,EUR,-0.0060404336230529,-0.0081527381442521,FRA,EUR,0.0116952003187844,0.0054220928999582,GBR,GBP,0.0200283404867314,0.0165326269653622,JPN,JPY,0.0023713796960718,0.0020063475296756,-0.000391,0.0039035270896056666
AUS,2006-07-31,AUD,-0.0122670180431379,-0.0136819652120314,CHE,CHF,0.0296145909295553,0.0277649083149222,DEU,EUR,0.0033045283266233,0.0027507534940063,FRA,EUR,0.0097619611434782,0.009088600458929,GBR,GBP,0.0133473378003032,0.0064637011725161,JPN,JPY,-0.0152877795352631,-0.0153364007820578,-0.001912,0.004193694046823917
AUS,2006-08-31,AUD,0.0332249964603399,0.0253775127227149,CHE,CHF,0.0293594106083798,0.0288594451656474,DEU,EUR,0.0274315796341431,0.0270800274320279,FRA,EUR,0.0322347832921947,0.0322281279096683,GBR,GBP,0.0074559900177266,0.0008011732533317,JPN,JPY,0.0412409650542233,0.0410317863329683,0.025042,0.004137204905360833
AUS,2006-09-29,AUD,0.0133692174054915,0.0075220509294684,CHE,CHF,0.0428711345238304,0.041938946513701,DEU,EUR,0.0315420271209303,0.0314055418356507,FRA,EUR,0.0168021892061014,0.0166308766939133,GBR,GBP,0.017714734687708,0.0157138258222049,JPN,JPY,-0.0095535254658338,-0.0140311157345876,0.019425,0.00387382650819675
AUS,2006-10-31,AUD,0.0455099956152307,0.043431227941542,CHE,CHF,0.0231209601359272,0.0231209601359272,DEU,EUR,0.0358601058334588,0.0358578535099454,FRA,EUR,0.0214730225885668,0.0212824789219112,GBR,GBP,0.0286334087698882,0.0265937694219948,JPN,JPY,0.0059429883210309,0.0059012390031309,0.037153,0.004292670551337334
AUS,2006-11-30,AUD,0.0245362491455505,0.0199322206255603,CHE,CHF,-0.003701534726373,-0.003701534726373,DEU,EUR,0.0055279994608785,0.0055075539461999,FRA,EUR,0.0057862795249912,0.0021581246973234,GBR,GBP,-0.0020377433390836,-0.0061837286118254,JPN,JPY,-0.0087004336328743,-0.0087699408798285,0.023737,0.004149939087849417
AUS,2006-12-29,AUD,0.0379751723345149,0.0356548968102503,CHE,CHF,0.0467568258060973,0.0467568258060973,DEU,EUR,0.0476757588654799,0.0476478579338546,FRA,EUR,0.0446811248297616,0.0441984216976107,GBR,GBP,0.0339788635404252,0.0331686353545774,JPN,JPY,0.0477949721230226,0.0472373229730136,0.010857,0.003973539504595
AUS,2007-01-31,AUD,0.019179548216871,0.0190940880246348,CHE,CHF,0.0417253983256689,0.0416287116967633,DEU,EUR,0.0341450296560938,0.0325749070182241,FRA,EUR,0.010867063474482,0.0107741452922125,GBR,GBP,-0.0016822355876047,-0.0024994048350442,JPN,JPY,0.0242974264523307,0.0242530561446352,0.019387,0.004167204193588583
AUS,2007-02-28,AUD,0.0173115681518532,0.0107949516660983,CHE,CHF,-0.0333636485539898,-0.0333636485539904,DEU,EUR,-0.0068505112018263,-0.0070075652731182,FRA,EUR,-0.0103430683857045,-0.0105692199341416,GBR,GBP,-0.0016778153859673,-0.0040900616914673,JPN,JPY,0.0161199037473331,0.015868787326627,-0.014006,0.0042860844432667505
AUS,2007-03-30,AUD,0.034721325755519,0.0294403574542703,CHE,CHF,0.0331386885914222,0.0292854831417985,DEU,EUR,0.0334929026587271,0.033243107605452,FRA,EUR,0.0318992481535951,0.0318566634116292,GBR,GBP,0.0322309498872903,0.0241544518956025,JPN,JPY,-0.0152608179862169,-0.021322160437064,0.012954,0.004209076028679584
AUS,2007-04-30,AUD,0.0304102419602079,0.029958765792736,CHE,CHF,0.0597020530701863,0.0486618209291713,DEU,EUR,0.0537072983490241,0.0468160665617003,FRA,EUR,0.04686050153007,0.0453425393413429,GBR,GBP,0.023362965992367,0.020805178548958,JPN,JPY,-0.0096204901711884,-0.0096550949694577,0.039834,0.003962155783818583
AUS,2007-05-31,AUD,0.0290061305364945,0.0261622565055386,CHE,CHF,0.0125635294638513,0.0080070013462894,DEU,EUR,0.0512201734194446,0.0351759971719283,FRA,EUR,0.0432192391757957,0.0288625454784317,GBR,GBP,0.0256897044396542,0.0218908377451834,JPN,JPY,0.0277769951901867,0.0277068331136987,0.038953,0.003912265109947417
AUS,2007-06-29,AUD,0.0007461538842414,-0.0077967359327516,CHE,CHF,-0.0226837721163888,-0.0229608221277591,DEU,EUR,0.0065954472048663,0.0056684975765342,FRA,EUR,0.0051760916823868,-0.0015523132996044,GBR,GBP,-0.0115276173028217,-0.01485785572476,JPN,JPY,0.0106002468919863,0.0101560815454611,-0.014747,0.0037762458255555837
AUS,2007-07-31,AUD,-0.0175355169674377,-0.0177081368698761,CHE,CHF,-0.0346791455501123,-0.0354958500072094,DEU,EUR,-0.0383244527191807,-0.0391735844287182,FRA,EUR,-0.0461963577483096,-0.0470391464709675,GBR,GBP,-0.0348730594418079,-0.0366126912662767,JPN,JPY,-0.0399949479302852,-0.0400456418920024,-0.03179,0.004254573966568
AUS,2007-08-31,AUD,0.0128445862631769,0.0053771951406915,CHE,CHF,-0.0065023077522755,-0.0069465033503898,DEU,EUR,-0.0037361279360405,-0.0042656479568844,FRA,EUR,-0.0177519396727169,-0.0177968990935009,GBR,GBP,-0.0018038464316533,-0.0081995993756311,JPN,JPY,-0.0547786190773363,-0.0551160039058326,0.011593,0.00346024232193775
AUS,2007-09-28,AUD,0.0543308401731963,0.0498640444561144,CHE,CHF,0.0046600249531523,0.0037943135990401,DEU,EUR,0.0207006628945518,0.0206400151014194,FRA,EUR,0.0031116676913609,0.0029250031684811,GBR,GBP,0.0134316094767552,0.0117538873431233,JPN,JPY,0.0095768930262427,0.0041873874546021,0.040822,0.0028688310860923334
AUS,2007-10-31,AUD,0.0330520259724711,0.0321296494087883,CHE,CHF,0.0213975692012713,0.0213782256482406,DEU,EUR,0.0259895434824677,0.0259855835990026,FRA,EUR,0.0280400773974731,0.0278918853140879,GBR,GBP,0.0436642453648814,0.0416736167154823,JPN,JPY,0.0079777914565286,0.0077803615639009,0.02591,0.003318545644357917
AUS,2007-11-30,AUD,-0.036020881859195,-0.0398795162038317,CHE,CHF,-0.0389027628376307,-0.0389027628376307,DEU,EUR,-0.0237011785053427,-0.0237100150028904,FRA,EUR,-0.0282800331463259,-0.0312453109959044,GBR,GBP,-0.0427650151545442,-0.0455934739343213,JPN,JPY,-0.0544867547251886,-0.0545640598608047,-0.049362,0.0026823738527157496
AUS,2007-12-31,AUD,-0.0209903316902998,-0.0299446312147567,CHE,CHF,-0.0245484165771375,-0.0245484165771379,DEU,EUR,0.0139647991191582,0.0139558846027723,FRA,EUR,-0.0111045181990232,-0.0118688483962319,GBR,GBP,-0.0002349959368594,-0.0011455462739352,JPN,JPY,-0.032913576525975,-0.0335592905861502,-0.004405,0.0023813016900156667
AUS,2008-01-31,AUD,-0.113562337335932,-0.1142256959510924,CHE,CHF,-0.1079018594332506,-0.1079838645833177,DEU,EUR,-0.1259735932816214,-0.12758690535131,FRA,EUR,-0.1365413152889038,-0.1368175746959747,GBR,GBP,-0.0882550659252694,-0.0896045949998293,JPN,JPY,-0.0926469817357752,-0.0927139295460721,-0.062218,0.00138675399327275
AUS,2008-02-29,AUD,-0.002620175161792,-0.0090074544633699,CHE,CHF,-0.0124256409812239,-0.0164108058510027,DEU,EUR,-0.003165101885071,-0.0032620211030288,FRA,EUR,-0.0188779511227678,-0.018972507406227,GBR,GBP,0.0063003277088407,0.0029858528337711,JPN,JPY,-0.0137866495217053,-0.0141267195126086,-0.021697,0.0017252736589415832
