date,rp_return
2021-05-28,0.03245429016653379
2021-06-30,0.03461090152093915
2021-07-30,0.010268931126592697
2021-08-31,0.024896493528303774
2021-09-30,-0.013558040548660019
2021-10-29,0.031452407474552684
2021-11-30,-0.0078051221137169415
2021-12-31,0.03867693477351728
2022-01-31,-0.041207712322487704
2022-02-28,-0.004394980706043208
2022-03-31,0.04508864623676373
2022-04-29,0.02228914383978287
2022-05-31,-0.0035766153095126013
2022-06-30,-0.046318825870960395
2022-07-29,0.054536836580538685
2022-08-31,0.014971383721263207
2022-09-30,-0.04696175368694486
2022-10-31,0.022989091068228388
2022-11-30,0.027198131176903787
2022-12-30,-0.04967216787286301
2023-01-31,0.0764625119790824
2023-02-28,0.009460366272397994
2023-03-31,-0.01044602417704359
2023-04-28,0.034300768662130554
