date,rp_return
2006-12-29,0.0
2007-01-31,0.020458553008102037
2007-02-28,-0.000926040636489411
2007-03-30,0.02651091074113321
2007-04-30,0.03258151469081603
2007-05-31,0.03039615203570724
2007-06-29,-0.002208673658300622
2007-07-31,-0.03329381761320872
2007-08-31,-0.009670962235259453
2007-09-28,0.02171204055726691
2007-10-31,0.028652712042435347
2007-11-30,-0.036798743399023816
2007-12-31,-0.013351910522520143
2008-01-31,-0.11154437046874346
2008-02-29,-0.006935435687862139
2008-03-31,-0.033524580852183614
2008-04-30,0.06383777885919861
2008-05-30,0.01737474287882193
2008-06-30,-0.08312995165128477
2008-07-31,-0.019453775262776956
2008-08-29,0.019670156662391552
2008-09-30,-0.09658800830879476
2008-10-31,-0.14666523815983126
2008-11-28,-0.046892644683794504
2008-12-31,0.008994538244447292
2009-01-30,-0.061846986029533674
2009-02-27,-0.07438891615284383
2009-03-31,0.03831202363769683
2009-04-30,0.10986107536866359
2009-05-29,0.042165814632777396
2009-06-30,0.0017891234461862764
2009-07-31,0.07516435101672109
2009-08-31,0.05211910643405978
2009-09-30,0.03131525749119549
2009-10-30,-0.024067890903493643
2009-11-30,0.00354559950938323
2009-12-31,0.048637814641976806
2010-01-29,-0.02875679372780849
2010-02-26,0.011826033981362073
2010-03-31,0.06857689406030301
2010-04-30,-0.008219675093546583
2010-05-28,-0.060920799606569105
2010-06-30,-0.024558243274735866
2010-07-30,0.04151141698554424
2010-08-31,-0.020831326923823737
2010-09-30,0.052096460362588956
2010-10-29,0.02139984626057456
2010-11-30,-0.006411320656453411
2010-12-31,0.04535784248705949
2011-01-31,0.010820710873622847
2011-02-28,0.027819016970458636
2011-03-31,-0.023172502355490676
2011-04-29,0.02151203140488271
2011-05-31,-0.009093353583762056
2011-06-30,-0.013082868466106947
2011-07-29,-0.039388679443518815
2011-08-31,-0.07494996441177577
2011-09-30,-0.04225703906288243
2011-10-31,0.05977259457766067
2011-11-30,-0.02487554281156288
2011-12-30,0.0012363350054227975
2012-01-31,0.04325442729084525
2012-02-29,0.04901196664408822
2012-03-30,0.01248859324442261
2012-04-30,-0.018521878274004817
2012-05-31,-0.06028284056928902
2012-06-29,0.03576565765587575
2012-07-31,0.023353197968753653
2012-08-31,0.014783263045568288
2012-09-28,0.014771806090120696
2012-10-31,0.016736665226032788
2012-11-30,0.026293327531215948
2012-12-31,0.027090581967327255
2013-01-31,0.05577231881157483
2013-02-28,0.027562938182809714
2013-03-28,0.016010492467941943
2013-04-30,0.03616040485111166
2013-05-31,0.007425450940526328
2013-06-28,-0.031942684407402784
2013-07-31,0.044903090989922456
2013-08-30,-0.00749097048338348
2013-09-30,0.042423345978384625
2013-10-31,0.029873156886990045
2013-11-29,0.009784658885821324
2013-12-31,0.011629865135461374
2014-01-31,-0.024358415680982053
2014-02-28,0.03904724730646218
2014-03-31,-0.004147168198029736
2014-04-30,0.008091144707473845
2014-05-30,0.02263265734764353
2014-06-30,-0.006379624500461953
2014-07-31,-0.007204790745815039
2014-08-29,0.013797433002899016
2014-09-30,-0.0073373596905727
2014-10-31,-0.0008972604463964838
2014-11-28,0.02974930807285463
2014-12-31,-0.004355386023543056
2015-01-30,0.020627987114444996
2015-02-27,0.06281880871877873
2015-03-31,0.012026046290988102
2015-04-30,0.004616355771339299
2015-05-29,0.013176169804832313
2015-06-30,-0.04201633219538376
2015-07-31,0.0416858872111522
2015-08-31,-0.06747271340094797
2015-09-30,-0.036812562070786745
2015-10-30,0.06530910508944482
2015-11-30,0.010533246058669772
2015-12-31,-0.015115511120784275
2016-01-29,-0.05079026850326094
2016-02-29,-0.027792078060536504
2016-03-31,0.02609353783506913
2016-04-29,0.013475715718492607
2016-05-31,0.0244591797051575
2016-06-30,-0.032227064964022306
2016-07-29,0.04773931150410178
2016-08-31,0.007735396047227913
2016-09-30,0.0032499332923639724
2016-10-31,-0.0007784414404787467
2016-11-30,0.006684296215650145
2016-12-30,0.04930758597229265
2017-01-31,0.00011508135218398005
2017-02-28,0.023981120815073368
2017-03-31,0.027426470643084053
2017-04-28,0.018895334767165605
2017-05-31,0.02093855207744352
2017-06-30,-0.008708874459643273
2017-07-31,0.004546909928348382
2017-08-31,0.0022026488547029176
2017-09-29,0.02524217722917438
2017-10-31,0.02844884626991854
2017-11-30,-0.002855329004485563
2017-12-29,0.01520540718615732
2018-01-31,0.006583691243187499
2018-02-28,-0.030621305042141028
2018-03-29,-0.01993961265721832
2018-04-30,0.04285570051051925
2018-05-31,-0.00033208079153870026
2018-06-29,-0.00020866387072161253
2018-07-31,0.024199224333828796
2018-08-31,-0.010650350595760827
2018-09-28,0.005606019695781571
2018-10-31,-0.058725991784265644
2018-11-30,-0.0113867211281721
2018-12-31,-0.039963279763689005
2019-01-31,0.05190938101540707
2019-02-28,0.03516283490646519
2019-03-29,0.010368320044997471
2019-04-30,0.03642862892425297
2019-05-31,-0.029726647470538894
2019-06-28,0.03676478192715806
2019-07-31,0.01035695924528108
2019-08-30,-0.0181845932433161
2019-09-30,0.028398942063295164
2019-10-31,0.013373236190299587
2019-11-29,0.026179402162765805
2019-12-31,0.010417251492303724
2020-01-31,-0.004570957289657376
2020-02-28,-0.08136050605436011
2020-03-31,-0.13587297747244836
2020-04-30,0.06388464883471986
2020-05-29,0.04785565926268317
2020-06-30,0.022872767064594447
2020-07-31,-0.014090393715469685
2020-08-31,0.03897715332932149
2020-09-30,-0.008660732711124403
2020-10-30,-0.03585448084871369
2020-11-30,0.12309464891155886
2020-12-31,0.027561029404312317
2021-01-29,-0.005729639476179817
