date,rp_return
2021-02-26,0.020059524359467618
2021-03-31,0.055115067986634764
2021-04-30,0.022361674728863676
2021-05-28,0.02350380600498591
2021-06-30,0.018459505902400888
2021-07-30,0.006545976270310241
2021-08-31,0.02193624438952773
2021-09-30,-0.019100020344828356
2021-10-29,0.019252772929904453
2021-11-30,-0.016687309736544607
2021-12-31,0.041550848625054634
2022-01-31,-0.042482735911530525
2022-02-28,-0.019033579569321175
2022-03-31,0.02325670133943564
2022-04-29,-0.008690514183985056
2022-05-31,-0.00981355853379496
2022-06-30,-0.06922311571388796
2022-07-29,0.0577439232208277
2022-08-31,-0.020751085082209512
2022-09-30,-0.06425063802886322
2022-10-31,0.05432039697809406
2022-11-30,0.06282133901095611
2022-12-30,-0.03335795603599272
2023-01-31,0.06391029575680159
