date,fx_USUK,fx_SZUS,fx_JPUS,fx_USAL,fx_USEU,euro_interbank,ch_interbank,us_interbank,australia_interbank,japan_interbank,uk_interbank
2021-08-01,1.3797,0.9147,109.8527,0.7304,1.1767,-0.547590909090909,-0.7381818181818179,0.1,0.01,-0.0719999999999999,0.07
2021-09-01,1.3732,0.9228,110.161,0.7312,1.1765,-0.545045454545454,-0.82,0.1,0.01,-0.0719999999999999,0.07
2021-10-01,1.3701,0.9227,113.1215,0.7412,1.16,-0.5498095238095239,-0.726692380952381,0.11,0.04,-0.0719999999999999,0.16
2021-11-01,1.3463,0.9213,113.965,0.7307,1.1416,-0.5673636363636358,-0.6939609090909089,0.14,0.04,-0.0719999999999999,0.13
2021-12-01,1.3303,0.921,113.8329,0.7155,1.1301,-0.58195652173913,-0.7174565217391299,0.17,0.06,-0.049,0.16
2022-01-01,1.3555,0.9191,114.8255,0.718,1.1317,-0.560142857142857,-0.714190952380952,0.22,0.07,-0.049,0.53
2022-02-01,1.354,0.9228,115.2763,0.7169,1.1349,-0.5315000000499999,-0.6847919999999998,0.38,0.07,-0.049,0.81
2022-03-01,1.3168,0.9294,118.5774,0.7374,1.1019,-0.495434782608696,-0.6821743478260869,0.73,0.17,-0.049,0.99
2022-04-01,1.2933,0.945,126.3743,0.7364,1.0803,-0.447894736842105,-0.6724999999999999,0.91,0.41,-0.049,1.13
2022-05-01,1.2438,0.9804,128.8486,0.7041,1.0567,-0.3857272727272729,-0.685,1.33,1.0,-0.049,1.31
2022-06-01,1.232,0.9702,133.9619,0.7025,1.0567,-0.2392272727272729,-0.508571428571429,1.87,1.6,0.005,1.57
2022-07-01,1.1987,0.9701,136.709,0.6856,1.0168,0.0366190476190476,-0.11,2.5,2.07,-0.031,1.84
2022-08-01,1.1983,0.9574,135.2835,0.6961,1.0129,0.3947391304347829,-0.0245454545454544,2.76,2.31,-0.02,2.23
2022-09-01,1.132,0.9733,143.2843,0.6671,0.9899,1.01086363636364,0.1474999999999999,3.21,2.76,-0.016,2.91
2022-10-01,1.1332,0.9949,147.0515,0.637,0.9853,1.4276666666666695,0.52875,3.85,2.95,-0.016,3.39
2022-11-01,1.1727,0.966,142.445,0.6596,1.0192,1.82522727272727,0.54,4.46,3.06,-0.016,3.52
2022-12-01,1.218,0.9316,134.9148,0.6748,1.0591,2.06347619047619,0.7363490476190478,4.51,3.17,-0.0149999999999999,3.78
2023-01-01,1.2237,0.9241,130.4475,0.6955,1.0777,2.34486363636364,0.986904761904762,4.61,3.32,-0.006,4.01
2023-02-01,1.2084,0.9258,133.0463,0.6893,1.0702,2.64035,1.0,4.74,3.46,0.001,4.21
2023-03-01,1.2138,0.9255,133.6643,0.6676,1.0711,2.9105652173913104,1.3638226086956495,4.91,3.64,-0.008,4.33
2023-04-01,1.2446,0.8985,133.4745,0.6688,1.0962,3.167,1.45,5.03,3.66,-0.001,4.52
2023-05-01,1.2484,0.8977,137.0532,0.6643,1.0867,3.3664347826087004,1.45,5.15,3.9,-0.019,4.73
2023-06-01,1.2627,0.9004,141.3581,0.6713,1.084,3.5358636363636404,1.59045454545455,5.22,4.25,-0.003,5.09
2023-07-01,1.2893,0.8723,140.936,0.6742,1.1067,3.67180952380952,1.72,5.35,4.3,-0.003,5.49
2023-08-01,1.2706,0.8783,144.7804,0.6486,1.091,3.78030434782609,1.7672727272727295,5.44,4.15,-0.003,5.53
2023-09-01,1.2381,0.8996,147.845,0.6425,1.0672,3.88004761904762,1.77,5.49,4.13,0.024,5.52
2023-10-01,1.2175,0.9035,149.5933,0.6347,1.0565,3.9676363636363594,1.77,5.46,4.21,-0.012,5.4
2023-11-01,1.2437,0.8902,149.679,0.6508,1.0819,3.9716363636363594,1.7318181818181797,5.41,4.38,0.024,5.36
2023-12-01,1.2657,0.8648,143.9815,0.6693,1.0909,3.93309523809524,1.6525,5.32,4.35,0.0519999999999999,5.22
2024-01-01,1.2701,0.8591,146.2943,0.6636,1.0899,3.9252727272727297,1.6852380952381,5.26,4.35,0.025,5.2
2024-02-01,1.263,0.8771,149.615,0.6522,1.0793,3.92319047619048,1.7,5.22,4.34,0.027,5.21
2024-03-01,1.2713,0.8886,149.8186,0.6558,1.087,3.9223809523809505,1.5,5.29,4.35,0.109,5.2
2024-04-01,1.2517,0.9099,153.89,0.6507,1.0724,3.88636363636364,1.5,5.33,4.37,0.109,5.18
2024-05-01,1.2636,0.9088,155.8691,0.6626,1.081,3.81365217391304,1.5,5.33,4.36,0.129,5.16
2024-06-01,1.2716,0.8938,157.86,0.6642,1.0763,3.7245,1.4269999999999998,5.28,4.39,0.1489999999999999,5.16
2024-07-01,1.287,0.8917,157.5182,0.6673,1.0847,3.68482608695652,1.19347826086957,5.31,4.46,0.166,5.09
2024-08-01,1.2945,0.8579,146.2641,0.6658,1.102,3.54759090909091,1.06647238095238,5.12,4.38,0.255,4.91
2024-09-01,1.3219,0.8472,142.954,0.677,1.1104,3.43371428571428,1.02214285714286,4.86,4.42,0.256,4.84
2024-10-01,1.3043,0.8613,149.8909,0.67,1.0895,3.16660869565217,0.894492608695652,4.62,4.41,0.256,4.75
2024-11-01,1.2738,0.8809,153.7126,0.6528,1.0621,3.0067619047618996,0.8065080952380949,4.53,4.42,0.3619999999999999,4.68
2024-12-01,1.2647,0.8916,153.8143,0.6334,1.0472,2.81609090909091,0.60075,4.46,4.44,0.386,4.64
